,Time_Range,Raw_Data,Station,PM2.5,Latitude,Longitude,Lines
424,2023-04 to 2023-06,"0.55mg/m3, with the highest concentration recorded on Platform 2, Eastbound Jubilee Line. ",mg,0.55,,,
425,2023-04 to 2023-06,5.5.2.  The PM2.5 dust concentrations recorded at Canada Water station were between <0.02mg/m3 and ,the pm,5.5,,,
426,2023-04 to 2023-06,"0.34mg/m3, with the highest concentration recorded on Platform 2, Eastbound Jubilee Line. ",mg,0.34,,,
427,2023-04 to 2023-06,5.5.3.  The  PM10  dust  concentrations  recorded  at  Canada  Water  station  were between  0.20mg/m3  and ,the  pm,5.5,,,
428,2023-04 to 2023-06,"0.73mg/m3, with the highest concentration recorded on Platform 2, Eastbound Jubilee Line. ",mg,0.73,,,
429,2023-04 to 2023-06,"5.5.4.  The inhalable dust concentration recorded at Canada Water station Platform 2, Eastbound Jubilee Line ",the inhalable dust concentration recorded at canada water station platform,5.5,,,
430,2023-04 to 2023-06,5.6.1.  The respirable dust concentrations recorded at Colliers Wood station were between 0.34mg/m3 and ,the respirable dust concentrations recorded at colliers wood station were between,5.6,,,
431,2023-04 to 2023-06,"0.67mg/m3, with the highest concentration recorded on Platform 1, Northbound Northern Line. ",mg,0.67,,,
432,2023-04 to 2023-06,5.6.2.  The  PM2.5  dust  concentrations  recorded  at  Colliers  Wood station  were  between  0.12mg/m3  and ,the  pm,5.6,,,
433,2023-04 to 2023-06,"0.30mg/m3, with the highest concentration recorded on Platform 2, Southbound Northern Line. ",mg,0.30,,,
434,2023-04 to 2023-06,5.6.3.  The  PM10  dust  concentrations  recorded  at  Colliers  Wood  station  were  between  0.33mg/m3  and ,the  pm,5.6,,,
435,2023-04 to 2023-06,"0.80mg/m3, with the highest concentration recorded on Platform 2, Southbound Northern Line. ",mg,0.80,,,
436,2023-04 to 2023-06,"5.6.4.  The inhalable dust concentration recorded at Colliers Wood station Platform 2, Southbound Northern Line ",the inhalable dust concentration recorded at colliers wood station platform,5.6,,,
437,2023-04 to 2023-06,5.7.1.  The  respirable  dust concentrations  recorded  at  Cutty  Sark  station  were  between 0.10mg/m3 and ,the  respirable  dust concentrations  recorded  at  cutty  sark  station  were  between,5.7,,,
438,2023-04 to 2023-06,"0.26mg/m3, with the highest concentration recorded on Platform 2, DLR. ",mg,0.26,,,
439,2023-04 to 2023-06,"5.7.2.  The PM2.5 dust concentrations recorded at Cutty Sark station were between 0.02mg/m3 and 0.15mg/m3, ",the pm,5.7,,,
440,2023-04 to 2023-06,"5.7.3.  The PM10 dust concentrations recorded at Cutty Sark station were between 0.12mg/m3 and 0.55mg/m3, ",the pm,5.7,,,
441,2023-04 to 2023-06,"5.7.4.  The inhalable dust concentration recorded at Cutty Sark station Platform 1, DLR was 0.49mg/m3. ",the inhalable dust concentration recorded at cutty sark station platform,5.7,,,
442,2023-04 to 2023-06,5.8.1.  The respirable dust concentrations recorded at Elephant & Castle station were between 0.04mg/m3 and ,the respirable dust concentrations recorded at elephant & castle station were between,5.8,,,
443,2023-04 to 2023-06,"0.64mg/m3, with the highest concentration recorded on Platform 1, Northbound Northern Line. ",mg,0.64,,,
444,2023-04 to 2023-06,5.8.2.  The PM2.5 dust concentrations recorded at Elephant & Castle station were between <0.02mg/m3 and ,the pm,5.8,,,
445,2023-04 to 2023-06,"0.36mg/m3, with the highest concentration recorded on Platform 1, Northbound Northern Line. ",mg,0.36,,,
446,2023-04 to 2023-06,5.8.3.  The PM10 dust concentrations recorded at Elephant & Castle station were between <0.02mg/m3 and ,the pm,5.8,,,
447,2023-04 to 2023-06,"0.83mg/m3, with the highest concentration recorded on Platform 1, Northbound Northern Line. ",mg,0.83,,,
448,2023-04 to 2023-06,"5.8.4.  The inhalable dust concentration recorded at Elephant & Castle station Platform 2, Northbound Bakerloo ",the inhalable dust concentration recorded at elephant & castle station platform,5.8,,,
449,2023-04 to 2023-06,5.9.1.  The respirable dust concentrations recorded at Embankment station were between 0.04mg/m3 and ,the respirable dust concentrations recorded at embankment station were between,5.9,,,
450,2023-04 to 2023-06,"0.75mg/m3, with the highest concentration recorded on Platform 3, Northbound Northern Line. ",mg,0.75,,,
451,2023-04 to 2023-06,5.9.2.  The  PM2.5  dust concentrations  recorded  at  Embankment  station  were  between <0.02mg/m3 and ,the  pm,5.9,,,
452,2023-04 to 2023-06,"0.37mg/m3, with the highest concentration recorded on Platform 5, Northbound Bakerloo Line. ",mg,0.37,,,
453,2023-04 to 2023-06,5.9.3.  The  PM10  dust  concentrations  recorded  at  Embankment  station  were  between  <0.02mg/m3  and ,the  pm,5.9,,,
454,2023-04 to 2023-06,"0.84mg/m3, with the highest concentration recorded on Platform 5, Northbound Bakerloo Line. ",mg,0.84,,,
455,2023-04 to 2023-06,"5.9.4.  The inhalable dust concentration recorded at Embankment station Platform 6, Southbound Bakerloo Line ",the inhalable dust concentration recorded at embankment station platform,5.9,,,
456,2023-04 to 2023-06,5.10.1.  The respirable dust concentrations recorded at Euston Square station were between 0.15mg/m3 and ,the respirable dust concentrations recorded at euston square station were between,5.10,,,
457,2023-04 to 2023-06,"0.55mg/m3, with the highest concentration recorded on Platform 1, Westbound Circle/H&C/Metropolitan ",mg,0.55,,,
458,2023-04 to 2023-06,5.10.2.  The PM2.5 dust concentrations recorded at Euston Square station were between 0.09mg/m3 and ,the pm,5.10,,,
459,2023-04 to 2023-06,"0.19mg/m3, with the highest concentrations recorded on Platform 2, Eastbound Circle/H&C/Metropolitan ",mg,0.19,,,
460,2023-04 to 2023-06,5.10.3.  The PM10 dust concentrations recorded at Euston Square station were between 0.10mg/m3 and ,the pm,5.10,,,
461,2023-04 to 2023-06,"0.40mg/m3, with the highest concentrations recorded on Platform 1, Westbound, and Platform 2, ",mg,0.40,,,
462,2023-04 to 2023-06,"5.10.4.  The  inhalable  dust  concentration  recorded  at  Euston  Square  station  Platform  2,  Eastbound ",the  inhalable  dust  concentration  recorded  at  euston  square  station  platform,5.10,,,
463,2023-04 to 2023-06,5.11.1.  The respirable dust concentrations recorded at Hampstead station were between 0.11mg/m3 and ,the respirable dust concentrations recorded at hampstead station were between,5.11,,,
464,2023-04 to 2023-06,"1.07mg/m3, with the highest concentration recorded on Platform 1, Northbound Northern Line. ",mg,1.07,,,
465,2023-04 to 2023-06,"5.11.2.  The PM2.5 dust concentrations recorded at Hampstead station were between 0.11mg/m3 and 0.59mg/m3, ",the pm,5.11,,,
466,2023-04 to 2023-06,"5.11.3.  The PM10 dust concentrations recorded at Hampstead station were between 0.24mg/m3 and 1.63mg/m3, ",the pm,5.11,,,
467,2023-04 to 2023-06,"5.11.4.  The inhalable dust concentration recorded at Hampstead station Platform 1, Northbound Northern Line ",the inhalable dust concentration recorded at hampstead station platform,5.11,,,
468,2023-04 to 2023-06,5.12.1.  The respirable dust concentrations recorded at Highbury & Islington station were between 0.05mg/m3 and ,the respirable dust concentrations recorded at highbury & islington station were between,5.12,,,
469,2023-04 to 2023-06,"1.06mg/m3, with the highest concentration recorded on Platform 3, Northbound Victoria Line. ",mg,1.06,,,
470,2023-04 to 2023-06,5.12.2.  The PM2.5 dust concentrations recorded at Highbury & Islington station were between <0.02mg/m3 and ,the pm,5.12,,,
471,2023-04 to 2023-06,"0.57mg/m3, with the highest concentration recorded on Platform 3, Northbound Victoria Line. ",mg,0.57,,,
472,2023-04 to 2023-06,5.12.3.  The PM10 dust concentrations recorded at Highbury & Islington station were between <0.02mg/m3 and ,the pm,5.12,,,
473,2023-04 to 2023-06,"1.63mg/m3, with the highest concentration recorded on Platform 5, Southbound Victoria Line. ",mg,1.63,,,
474,2023-04 to 2023-06,"5.12.4.  The inhalable dust concentration recorded at Highbury & Islington station Platform 2, Southbound Northern ",the inhalable dust concentration recorded at highbury & islington station platform,5.12,,,
475,2023-04 to 2023-06,"5.13.1.  The respirable dust concentrations recorded at Holborn station were between 0.03mg/m3 and 0.93mg/m3, ",the respirable dust concentrations recorded at holborn station were between,5.13,,,
476,2023-04 to 2023-06,"5.13.2.  The PM2.5 dust concentrations recorded at Holborn station were between <0.02mg/m3 and 0.39mg/m3, ",the pm,5.13,,,
477,2023-04 to 2023-06,"5.13.3.  The PM10 dust concentrations recorded at Holborn station were between 0.03mg/m3 and 1.18mg/m3, with ",the pm,5.13,,,
478,2023-04 to 2023-06,"5.13.4.  The inhalable dust concentration recorded at Holborn station Platform 3, Westbound Piccadilly Line was ",the inhalable dust concentration recorded at holborn station platform,5.13,,,
479,2023-04 to 2023-06,5.14.1.  The  respirable  dust concentrations  recorded  at  Kennington station  were  between  0.15mg/m3  and ,the  respirable  dust concentrations  recorded  at  kennington station  were  between,5.14,,,
480,2023-04 to 2023-06,"0.91mg/m3, with the highest concentration recorded on Platform 4, Southbound Northern Line. ",mg,0.91,,,
481,2023-04 to 2023-06,"5.14.2.  The PM2.5 dust concentrations recorded at Kennington station were between 0.08mg/m3 and 0.33mg/m3, ",the pm,5.14,,,
482,2023-04 to 2023-06,"5.14.3.  The PM10 dust concentrations recorded at Kennington station were between 0.34mg/m3 and 1.28mg/m3, ",the pm,5.14,,,
483,2023-04 to 2023-06,"5.14.4.  The inhalable dust concentration recorded at Kennington station Platform 4, Southbound Northern Line ",the inhalable dust concentration recorded at kennington station platform,5.14,,,
484,2023-04 to 2023-06,5.15.1.  The respirable dust concentrations recorded at King’s Cross station were between 0.04mg/m3 and ,the respirable dust concentrations recorded at king,5.15,,,
485,2023-04 to 2023-06,"0.90mg/m3, with the highest concentration recorded on Platform 8, Southbound Northern Line. ",mg,0.90,,,
486,2023-04 to 2023-06,5.15.2.  The  PM2.5  dust concentrations  recorded  at  King’s  Cross station  were  between  <0.02mg/m3  and ,the  pm,5.15,,,
487,2023-04 to 2023-06,"0.39mg/m3, with the highest concentration recorded on Platform 6, Eastbound Piccadilly Line. ",mg,0.39,,,
488,2023-04 to 2023-06,"5.15.3.  The PM10 dust concentrations recorded at King’s Cross station were between 0.40mg/m3 and 1.03mg/m3, ",the pm,5.15,,,
489,2023-04 to 2023-06,"5.15.4.  The inhalable dust concentration recorded at King’s Cross station Platform 7, Northbound Northern Line ",the inhalable dust concentration recorded at king,5.15,,,
490,2023-04 to 2023-06,5.16.1.  The respirable dust concentrations recorded at London Bridge station were between 0.52mg/m3 and ,the respirable dust concentrations recorded at london bridge station were between,5.16,,,
491,2023-04 to 2023-06,"0.70mg/m3, with the highest concentration recorded on Platform 4, Eastbound Jubilee Line. ",mg,0.70,,,
492,2023-04 to 2023-06,5.16.2.  The PM2.5 dust concentrations recorded at London Bridge station were between 0.25mg/m3 and ,the pm,5.16,,,
493,2023-04 to 2023-06,"0.37mg/m3, with the highest concentration recorded on Platform 4, Eastbound Jubilee Line. ",mg,0.37,,,
494,2023-04 to 2023-06,5.16.3.  The  PM10  dust  concentrations  recorded  at  London  Bridge station  were  between  0.75mg/m3  and ,the  pm,5.16,,,
495,2023-04 to 2023-06,"0.95mg/m3, with the highest concentration recorded on Platform 4, Eastbound Jubilee Line. ",mg,0.95,,,
496,2023-04 to 2023-06,"5.16.4.  The inhalable dust concentration recorded at London Bridge station Platform 4, Eastbound Jubilee Line ",the inhalable dust concentration recorded at london bridge station platform,5.16,,,
497,2023-04 to 2023-06,"5.17.1.  The respirable dust concentrations recorded at Mile End station were between 0.24mg/m3 and 0.61mg/m3, ",the respirable dust concentrations recorded at mile end station were between,5.17,,,
498,2023-04 to 2023-06,"5.17.2.  The PM2.5 dust concentrations recorded at Mile End station were between 0.16mg/m3 and 0.31mg/m3, ",the pm,5.17,,,
499,2023-04 to 2023-06,"5.17.3.  The PM10 dust concentrations recorded at Mile End station were between 0.29mg/m3 and 0.77mg/m3, ",the pm,5.17,,,
500,2023-04 to 2023-06,"5.17.4.  The inhalable dust concentration recorded at Mile End station Platform 4, Eastbound Central Line was ",the inhalable dust concentration recorded at mile end station platform,5.17,,,
501,2023-04 to 2023-06,5.18.1.  The  respirable  dust  concentrations  recorded  at  Moorgate  station  were  between  0.06mg/m3  and ,the  respirable  dust  concentrations  recorded  at  moorgate  station  were  between,5.18,,,
502,2023-04 to 2023-06,"0.48mg/m3, with the highest concentration recorded on Platform 8, Southbound Northern Line. ",mg,0.48,,,
503,2023-04 to 2023-06,"5.18.2.  The PM2.5 dust concentrations recorded at Moorgate station were between 0.09mg/m3 and 0.22mg/m3, ",the pm,5.18,,,
504,2023-04 to 2023-06,"5.18.3.  The PM10 dust concentrations recorded at Moorgate station were between 0.29mg/m3 and 0.77mg/m3, ",the pm,5.18,,,
505,2023-04 to 2023-06,"5.18.4.  The inhalable dust concentration recorded at Moorgate station Platform 4, Eastbound Central Line was ",the inhalable dust concentration recorded at moorgate station platform,5.18,,,
506,2023-04 to 2023-06,5.19.1.  The respirable dust concentrations recorded at Oxford Circus station were between 0.07mg/m3 and ,the respirable dust concentrations recorded at oxford circus station were between,5.19,,,
507,2023-04 to 2023-06,"0.99mg/m3, with the highest concentration recorded on Platform 5, Southbound Victoria Line. ",mg,0.99,,,
508,2023-04 to 2023-06,5.19.2.  The  PM2.5  dust  concentrations  recorded  at  Oxford  Circus  station  were  between  0.08mg/m3  and ,the  pm,5.19,,,
509,2023-04 to 2023-06,"0.53mg/m3, with the highest concentration recorded on Platform 2, Eastbound Central Line. ",mg,0.53,,,
510,2023-04 to 2023-06,5.19.3.  The  PM10  dust  concentrations  recorded  at  Oxford  Circus  station  were  between  0.28mg/m3  and ,the  pm,5.19,,,
511,2023-04 to 2023-06,"1.18mg/m3, with the highest concentrations recorded on Platform 3, Southbound, Bakerloo Line and ",mg,1.18,,,
512,2023-04 to 2023-06,"5.19.4.  The inhalable dust concentration recorded at Oxford Circus station Platform 1, Westbound Central Line ",the inhalable dust concentration recorded at oxford circus station platform,5.19,,,
513,2023-04 to 2023-06,5.20.1.  The  respirable  dust concentrations  recorded  at  Paddington station  were  between  0.08mg/m3  and ,the  respirable  dust concentrations  recorded  at  paddington station  were  between,5.20,,,
514,2023-04 to 2023-06,"0.86mg/m3, with the highest concentration recorded on Platform 4, Southbound Bakerloo Line. ",mg,0.86,,,
515,2023-04 to 2023-06,"5.20.2.  The PM2.5 dust concentrations recorded at Paddington station were between 0.07mg/m3 and 0.23mg/m3, ",the pm,5.20,,,
516,2023-04 to 2023-06,"5.20.3.  The PM10 dust concentrations recorded at Paddington station were between 0.19mg/m3 and 1.08mg/m3, ",the pm,5.20,,,
517,2023-04 to 2023-06,"5.20.4.  The inhalable dust concentration recorded at Paddington station Platform 3, Northbound Bakerloo Line ",the inhalable dust concentration recorded at paddington station platform,5.20,,,
518,2023-04 to 2023-06,5.21.1.  The respirable dust concentrations recorded at Piccadilly Circus station were between 0.03mg/m3 and ,the respirable dust concentrations recorded at piccadilly circus station were between,5.21,,,
519,2023-04 to 2023-06,"0.83mg/m3, with the highest concentration recorded on Platform 3, Eastbound Piccadilly Line. ",mg,0.83,,,
520,2023-04 to 2023-06,5.21.2.  The PM2.5 dust concentrations recorded at Piccadilly Circus station were between 0.11mg/m3 and ,the pm,5.21,,,
521,2023-04 to 2023-06,"0.33mg/m3, with the highest concentration recorded on Platform 3, Eastbound Piccadilly Line. ",mg,0.33,,,
522,2023-04 to 2023-06,5.21.3.  The PM10 dust concentrations recorded at Piccadilly Circus station were between 0.10mg/m3 and ,the pm,5.21,,,
523,2023-04 to 2023-06,"1.23mg/m3, with the highest concentration recorded on Platform 1, Northbound Bakerloo Line. ",mg,1.23,,,
524,2023-04 to 2023-06,"5.21.4.  The inhalable dust concentration recorded at Piccadilly Circus station Platform 3, Eastbound Piccadilly ",the inhalable dust concentration recorded at piccadilly circus station platform,5.21,,,
525,2023-04 to 2023-06,5.22.1.  The respirable dust concentrations recorded at Tooting Bec station were between 0.34mg/m3 and ,the respirable dust concentrations recorded at tooting bec station were between,5.22,,,
526,2023-04 to 2023-06,"0.95mg/m3, with the highest concentration recorded on Platform 2, Southbound Northern Line. ",mg,0.95,,,
527,2023-04 to 2023-06,"5.22.2.  The PM2.5 dust concentrations recorded at Tooting Bec station were between 0.07mg/m3 and 0.41mg/m3, ",the pm,5.22,,,
528,2023-04 to 2023-06,"5.22.3.  The PM10 dust concentrations recorded at Tooting Bec station were between 0.49mg/m3 and 1.15mg/m3, ",the pm,5.22,,,
529,2023-04 to 2023-06,"5.22.4.  The inhalable dust concentration recorded at Tooting Bec station Platform 2, Southbound Northern Line ",the inhalable dust concentration recorded at tooting bec station platform,5.22,,,
530,2023-04 to 2023-06,5.23.1.  The respirable dust concentrations recorded at Tottenham Court Road station were between 0.20mg/m3 ,the respirable dust concentrations recorded at tottenham court road station were between,5.23,,,
531,2023-04 to 2023-06,"and 1.01mg/m3, with the highest concentration recorded on Platform 2, Eastbound Central Line. ",and,1.01,,,
532,2023-04 to 2023-06,5.23.2.  The PM2.5 dust concentrations recorded at Tottenham Court Road station were between 0.14mg/m3 and ,the pm,5.23,,,
533,2023-04 to 2023-06,"0.56mg/m3, with the highest concentration recorded on Platform 3, Northbound Northern Line. ",mg,0.56,,,
534,2023-04 to 2023-06,5.23.3.  The PM10 dust concentrations recorded at Tottenham Court Road station were between 0.31mg/m3 and ,the pm,5.23,,,
535,2023-04 to 2023-06,"1.44mg/m3, with the highest concentration recorded on Platform 3, Northbound Northern Line. ",mg,1.44,,,
536,2023-04 to 2023-06,"5.23.4.  The inhalable dust concentration recorded at Tottenham Court Road station Platform 3, Northbound ",the inhalable dust concentration recorded at tottenham court road station platform,5.23,,,
537,2023-04 to 2023-06,"5.24.1.  The respirable dust concentrations recorded at Vauxhall station were between 0.30mg/m3 and 1.23mg/m3, ",the respirable dust concentrations recorded at vauxhall station were between,5.24,,,
538,2023-04 to 2023-06,"5.24.2.  The PM2.5 dust concentrations recorded at Vauxhall station were between 0.20mg/m3 and 0.62mg/m3, ",the pm,5.24,,,
539,2023-04 to 2023-06,"5.24.3.  The PM10 dust concentrations recorded at Vauxhall station were between 0.45mg/m3 and 1.66mg/m3, ",the pm,5.24,,,
540,2023-04 to 2023-06,"5.24.4.  The inhalable dust concentration recorded at Vauxhall station Platform 1, Northbound Victoria Line was ",the inhalable dust concentration recorded at vauxhall station platform,5.24,,,
541,2023-04 to 2023-06,"5.25.1.  The respirable dust concentrations recorded at Waterloo station were between 0.50mg/m3 and 0.95mg/m3, ",the respirable dust concentrations recorded at waterloo station were between,5.25,,,
542,2023-04 to 2023-06,"5.25.2.  The PM2.5 dust concentrations recorded at Waterloo station were between 0.11mg/m3 and 0.41mg/m3, ",the pm,5.25,,,
543,2023-04 to 2023-06,"5.25.3.  The PM10 dust concentrations recorded at Waterloo station were between 0.55mg/m3 and 1.27mg/m3, ",the pm,5.25,,,
544,2023-04 to 2023-06,"5.25.4.  The inhalable dust concentration recorded at Waterloo station Platform 6, Eastbound Jubilee Line was ",the inhalable dust concentration recorded at waterloo station platform,5.25,,,
545,2023-04 to 2023-06,5.26.1.  The respirable dust concentrations recorded at Westminster station were between 0.20mg/m3 and ,the respirable dust concentrations recorded at westminster station were between,5.26,,,
546,2023-04 to 2023-06,"0.76mg/m3, with the highest concentration recorded on Platform 3, Eastbound Jubilee Line. ",mg,0.76,,,
547,2023-04 to 2023-06,"5.26.2.  The PM2.5 dust concentrations recorded at Westminster station were between 0.19mg/m3 and 0.34mg/m3, ",the pm,5.26,,,
548,2023-04 to 2023-06,"5.26.3.  The PM10 dust concentrations recorded at Westminster station were between 0.47mg/m3 and 0.78mg/m3, ",the pm,5.26,,,
549,2023-04 to 2023-06,"5.26.4.  The inhalable dust concentration recorded at Westminster station Platform 3, Eastbound Jubilee Line was ",the inhalable dust concentration recorded at westminster station platform,5.26,,,
550,2023-04 to 2023-06,"Platform 1,DLR, with a concentration of 0.014mg/m3. Note, the remaining copper concentrations recorded ",platform,0.014,,,
551,2023-04 to 2023-06,"Line and Vauxhall station Platform 1, Northbound Victoria Line, with a concentration of 0.007mg/m3. ",line and vauxhall station platform,0.007,,,
552,2023-04 to 2023-06,6.2.  The personal respirable dust exposure monitored on station staff were all significantly below the applicable ,the personal respirable dust exposure monitored on station staff were all significantly below the applicable,6.2,,,
553,2023-04 to 2023-06,"6.5.  The non-platform areas monitored, such as the ticket hall or gate lines, typically had lower airborne dust ",the non-platform areas monitored,6.5,,,
554,2023-04 to 2023-06,D.C.  Green.  PM2.5  on  the  London  Underground.  Environ  Int.  2020  Jan;  134:  105188.  doi: ,d,2.5,,,
555,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
556,2023-04 to 2023-06,"Platform 1 - Westbound, District/H&C Line  Static  0.41  0.34  0.75  0.72 ",platform,0.41,,,
557,2023-04 to 2023-06,"Platform 2 - Eastbound, District/H&C Line  Static  0.39  0.05  0.74  - ",platform,0.39,,,
558,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
559,2023-04 to 2023-06,"Platform 5 - Eastbound, Circle/H&C Line  Static  0.40  0.16  0.40  - ",platform,0.40,,,
560,2023-04 to 2023-06,"Platform 6 - Westbound, Circle/H&C Line  Static  0.40  0.31  0.67  - ",platform,0.40,,,
561,2023-04 to 2023-06,"Platform 7 - Eastbound, Jubilee Line  Static  0.68  0.25  0.64  0.71 ",platform,0.68,,,
562,2023-04 to 2023-06,"Platform 8 - Southbound, Bakerloo Line  Static  0.51  0.27  0.71  - ",platform,0.51,,,
563,2023-04 to 2023-06,"Platform 9 - Northbound, Bakerloo Line  Static  0.88  0.31  1.06  - ",platform,0.88,,,
564,2023-04 to 2023-06,"Platform 10 - Westbound, Jubilee Line  Static  0.34  0.21  0.49  - ",platform,0.34,,,
565,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
566,2023-04 to 2023-06,"Platform 3 - Southbound, Northern Line  Static  0.62  0.33  Negative  - ",platform,0.62,,,
567,2023-04 to 2023-06,"Platform 4 - Northbound, Northern Line  Static  1.03  0.48  0.87  0.96 ",platform,1.03,,,
568,2023-04 to 2023-06,"Platform 5 - Westbound, Central Line  Static  0.69  Negative  Negative  - ",platform,0.69,,,
569,2023-04 to 2023-06,"Platform 6 - Eastbound, Central Line  Static  0.70  0.50  0.94  - ",platform,0.70,,,
570,2023-04 to 2023-06,Platform 9 - DLR  Static  0.61  0.24  0.93  - ,platform,0.61,,,
571,2023-04 to 2023-06,Platform 10 - DLR  Static  0.59  0.21  1.04  - ,platform,0.59,,,
572,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
573,2023-04 to 2023-06,"Platform 1 - Westbound, Jubilee Line  Static  0.46  0.29  0.65  - ",platform,0.46,,,
574,2023-04 to 2023-06,"Platform 2 - Eastbound, Jubilee Line  Static  0.55  0.34  0.73  0.74 ",platform,0.55,,,
575,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
576,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.34  -  -  - ,outside station supervisor office  static,0.34,,,
577,2023-04 to 2023-06,"Platform 1 - Northbound, Northern Line  Static  0.67  0.28  0.69  - ",platform,0.67,,,
578,2023-04 to 2023-06,"Platform 2 - Southbound, Northern Line  Static  0.64  0.30  0.80  0.86 ",platform,0.64,,,
579,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
580,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.12  -  -  - ,outside station supervisor office  static,0.12,,,
581,2023-04 to 2023-06,Platform 1 - DLR  Static  0.49  0.14  0.14  0.49 ,platform,0.49,,,
582,2023-04 to 2023-06,Platform 2 - DLR  Static  0.26  0.15  0.15  - ,platform,0.26,,,
583,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
584,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.04  -  -  - ,outside station supervisor office  static,0.04,,,
585,2023-04 to 2023-06,"Platform 1 - Northbound, Northern Line  Static  0.64  0.36  0.83  - ",platform,0.64,,,
586,2023-04 to 2023-06,"Platform 2 - Southbound, Northern Line  Static  0.42  0.18  0.45  - ",platform,0.42,,,
587,2023-04 to 2023-06,"Platform 3 - Northbound, Bakerloo Line  Static  0.45  0.11  0.44  0.39* ",platform,0.45,,,
588,2023-04 to 2023-06,"Platform 4 - Southbound, Bakerloo Line  Static  0.40  0.25  0.53  - ",platform,0.40,,,
589,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
590,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.04  -  -  - ,outside station supervisor office  static,0.04,,,
591,2023-04 to 2023-06,"Platform 3 - Northbound, Northern Line  Static  0.75  0.22  0.79  - ",platform,0.75,,,
592,2023-04 to 2023-06,"Platform 4 - Southbound, Northern Line  Static  0.59  0.24  0.72  - ",platform,0.59,,,
593,2023-04 to 2023-06,"Platform 5 - Northbound, Bakerloo Line  Static  0.65  0.37  0.84  - ",platform,0.65,,,
594,2023-04 to 2023-06,"Platform 6 - Southbound, Bakerloo Line  Static  0.70  0.03  0.53  1.03 ",platform,0.70,,,
595,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
596,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.15  -  -  - ,outside station supervisor office  static,0.15,,,
597,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
598,2023-04 to 2023-06,"Platform 1 - Northbound, Northern Line  Static  1.07  0.59  1.63  1.58 ",platform,1.07,,,
599,2023-04 to 2023-06,"Platform 2 - Southbound, Northern Line  Static  0.87  0.55  1.42  - ",platform,0.87,,,
600,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
601,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.11  -  -  - ,outside station supervisor office  static,0.11,,,
602,2023-04 to 2023-06,"Platform 3  - Northbound, Victoria Line  Static  1.06  0.57  1.06  - ",platform,1.06,,,
603,2023-04 to 2023-06,"Platform 5 - Southbound, Victoria Line  Static  0.82  0.47  1.63  1.16 ",platform,0.82,,,
604,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
605,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.03  -  -  - ,outside station supervisor office  static,0.03,,,
606,2023-04 to 2023-06,"Platform 1 - Westbound, Central Line  Static  0.66  0.39  0.87  - ",platform,0.66,,,
607,2023-04 to 2023-06,"Platform 2 - Eastbound, Central Line  Static  0.62  0.25  0.67  - ",platform,0.62,,,
608,2023-04 to 2023-06,"Platform 3 - Westbound, Piccadilly Line  Static  0.71  0.17  1.04  1.17 ",platform,0.71,,,
609,2023-04 to 2023-06,"Platform 4 - Eastbound, Piccadilly Line  Static  0.93  0.28  1.18  - ",platform,0.93,,,
610,2023-04 to 2023-06,RESPIRABLE  PM2.5  PM10 DUST  INHALABLE DUST ,respirable  pm,2.5,,,
611,2023-04 to 2023-06,Outside Station Supervisor Office  Static  0.15  -  -  - ,outside station supervisor office  static,0.15,,,
612,2023-04 to 2023-06,"Platform 1 - Northbound, Northern Line  Static  0.52  0.33  0.52  - ",platform,0.52,,,
613,2023-04 to 2023-06,"Platform 2 - Southbound, Northern Line  Static  0.75  0.32  1.09  - ",platform,0.75,,,
614,2023-04 to 2023-06,"Platform 3 - Northbound, Northern Line  Static  0.56  0.19  0.67  - ",platform,0.56,,,
